pos|nombre|apellido|sexo|nacimiento|estatura|peso|grupo_rh|direccion|telefono|estado|pais|correo|religion
0.987478240084531|Juan Guillermo|Uribe Ortega|M|1981-03-23|1.9|80.6|A+|Boulevard Bahia No. 986|+51(855)-8831637|Pasco|Peru|usumnerb120@randonmail.com|Musulman
0.870033043351101|Bianca|Concepcion Guevara|F|1997-07-28|1.47|81.7|O+|Calle Isidro No. 893|+57(859)-0872330|Vichada|Colombia|bbiancaf51@falsemail.com|Mormon
0.645897646831681|Doria|Polanco Guajardo|F|1968-06-22|1.64|102.5|AB+|Cerrada Huancavelica No. 281|+34(855)-6855628|Ceuta|España|ydoriai824@randonmail.com|Mormon
0.079733169574879|Cintia|Baez Partida|F|1976-05-28|1.84|64.9|O-|Calle Tungurahua No. 622|+502(958)-7993308|Santa Rosa|Guatemala|ocintiac214@falsemail.com|Anglicano
0.406786344568395|Flora|Cisneros Grijalva|F|1977-04-19|1.55|68.2|O-|Bulevar Itamar No. 767|+504(541)-0520067|Yoro|Honduras|lfloraf511@randonmail.com|Catolico
0.41320997451547|Byron|Medina Orellana|M|1973-07-08|1.67|61.3|B-|Real del Alonso No. 210|+56(345)-4319580|LosLagos|Chile|fvladmire45@falsemail.com|Anglicano
0.613196541046533|Sandra Teresa|Ballesteros Najera|F|1982-04-13|1.75|72|A-|Herminio No. 533|+593(758)-7784305|Azuay|Ecuador|mraqueli812@falsemail.com|Catolica
0.655204003147885|Samuel|Chapa Collado|M|1985-04-28|1.85|75.9|B+|Valdivia No. 576|+51(245)-6270577|Moquegua|Peru|rarchibaldob117@randonmail.com|Catolica
0.98478320064268|Adriana|Chavarria Rojo|F|1993-07-27|1.87|75|O-|Avenida Arana No. 863|+595(945)-6925444|Neembucu|Paraguay|jadrianae49@unemail.com|Catolica
0.048583451607567|Veronica|Baez Parra|F|1977-10-19|1.47|67.2|A+|Boulevard Abril No. 131|+58(053)-6075314|Guarico|Venezuela|numae413@unemail.com|Catolica
0.635892648569049|Ximena|Matos Prieto|F|1984-08-28|1.63|79.6|AB+|Cerrada Magallanes y de la Antartica Chilena No. 137|+595(552)-1588044|Boqueron|Paraguay|vvioletai821@xmail.com|Catolica
0.615492968797724|Belen|Cabrera Rojo|F|1979-07-23|1.63|57|O-|Bulevar Milciades No. 16|+504(641)-9685706|Lempira|Honduras|obeleng614@unemail.com|Catolica
0.088132395907434|Jairo|Fierro Nava|M|1981-07-07|1.71|78.3|B-|Higinio No. 583|+53(159)-3119188|Sancti Spiritus|Cuba|uamishard320@unemail.com|Metodista
0.566004438476983|Jesus Antonio|Adorno Ramos|M|1972-06-05|1.55|69.3|AB+|Alto Parana No. 80|+53(943)-1987926|Artemisa|Cuba|temirf519@xmail.com|Catolica
0.725935819178746|Leonardo|Cortes Cortes|M|1984-04-11|1.43|49.1|AB+|Calle Ica No. 362|+504(758)-9718924|Ocotepeque|Honduras|ftalona05@randonmail.com|Cristiano Ortodoxo
0.53965851120077|Nelson|Calderon Angulo|M|1983-09-05|1.92|60|O+|Boulevard Zacatecas No. 847|+54(945)-1997609|Corrientes|Argentina|sezejij918@xmail.com|Catolica
0.529670490488462|Alcibiades|Alvarez Cordero|M|1966-04-22|1.68|74.9|AB+|Calle Santo del Monagas No. 604|+51(258)-5262726|Callao|Peru|habrafog67@randonmail.com|Catolica
0.666823601049638|Catalina|Olivera Mendoza|F|1996-11-04|1.78|62.9|A+|Huberto No. 676|+502(050)-0016989|Totonicapan|Guatemala|fcatalinad35@randonmail.com|Catolica
0.357347738836986|Cristal|Lucero Bonilla|F|1980-04-16|1.4|66.5|B-|Josias No. 627|+51(946)-0924022|San Martin|Peru|ucristalc220@unemail.com|Catolica
0.755746985442342|Emanuel|Nava Madera|F|1976-06-25|1.72|60.9|B+|Cerrada Jean No. 269|+51(951)-4944159|Ica|Peru|gemanueld36@xmail.com|Catolica
0.942788048155186|Miguel Angel|Villalobos Elizondo|M|1974-06-24|1.8|75.2|AB-|Villarreal No. 789|+55(550)-0579997|Santa Catalina|Brasil|sezejij918@falsemail.com|Musulman
0.681423114508815|Ana de Mar|Iglesias Covarrubias|F|1989-03-18|1.7|43|AB-|Boulevard Issa No. 362|+502(743)-0798711|Baja Verapaz|Guatemala|wanalic222@unemail.com|Anglicano
0.915919290263678|Elizabeth|Alvarado Robles|F|1969-04-17|1.48|76.9|O-|Cerrada Yaracuy No. 54|+56(249)-4242714|LosLagos|Chile|helizabethb17@xmail.com|Catolica
0.81016374810871|Jesus|Baca Merino|M|1982-11-14|1.36|67.6|AB+|Avenida Elias Pina No. 434|+34(355)-2335124|Madrid|España|bhervei81@randonmail.com|Catolico
0.682101555700912|Roberta|Mendoza Mota|F|1988-03-19|1.23|65.8|AB+|Privada Sanchez Ramirez No. 46|+51(150)-7108647|Tumbes|Peru|rrobertab117@unemail.com|Catolica
0.044031640272595|Ana Carolina|Valdivia Saldana|F|1971-11-26|1.49|72.2|O-|Millard No. 847|+595(550)-1557584|Alto Paraguay|Paraguay|hazaleae47@unemail.com|Catolica
0.044031640272595|Adam|Cisneros Agosto|M|1980-05-06|1.73|73.9|O+|Privada Zambrano No. 987|+54(256)-5271095|San Juan|Argentina|tchucria019@xmail.com|Catolico
0.067371185055791|Ruben|Mercado Soto|M|1980-06-26|1.69|62.7|AB-|Avenida Archuleta No. 487|+55(556)-0565545|Rondonia|Brasil|ptobiasa015@unemail.com|Catolica
0.33287322113928|Diana Maria|Soto Zaragoza|F|1987-09-14|1.33|66.7|B-|Real del Distrito Nacional No. 854|+54(256)-2222025|Salta|Argentina|edoloresg64@xmail.com|Catolica
0.091528519789967|Luciano|Madera Quezada|M|1982-04-26|2.05|71.8|A+|Calle Santo del Sedillo No. 126|+57(347)-3392959|Cundinamarca|Colombia|tcamarag619@randonmail.com|Catolica
0.415802789833974|Cristiano|Fonseca Caraballo|M|1989-10-16|1.55|66.4|O+|Calle Israel No. 963|+56(043)-4044427|Metropolitana de Santiago|Chile|tnatalioh719@randonmail.com|Catolico
0.491044742268839|Mario Cesar|Salas Gurule|M|1972-06-18|1.74|68.1|O-|Jawara No. 430|+57(958)-1926863|Valle del Cauca|Colombia|kparfaitc210@falsemail.com|Catolica
0.592642426615691|Jesus Antonio|Armas Irizarry|M|1977-04-05|1.76|67.4|A-|Calle Santo del Amaya No. 714|+56(458)-3476794|Libertador General Bernardo O Higgins|Chile|ronofred317@unemail.com|Metodista
0.827731433505543|Diana Maria|Briones Noriega|F|1974-06-03|1.74|73.7|AB-|Calle Yuri No. 454|+504(354)-2371835|Olancho|Honduras|fdairah75@falsemail.com|Catolica
0.506818275469276|Ali|Agosto Jaramillo|M|1964-10-01|1.47|60.5|A+|Calle Santo del Abra No. 687|+502(240)-8283035|Totonicapan|Guatemala|kmicaiash710@unemail.com|Catolica
0.036337093671742|Victoria Eugenia|Castillo Trevino|F|1969-04-07|1.42|68.5|O+|Avenida Delta Amacuro No. 202|+52(150)-4144741|Nayarit|Mexico|azarinaf50@randonmail.com|Catolica
0.744213334789978|Maria Carolina|Herrera Armendariz|F|1976-03-15|1.87|47.2|B+|Cerrada Agosto No. 558|+507(951)-9971524|Cocle|Panama|jamaliad39@randonmail.com|Luterano
0.512362994865896|Yvonne|Pichardo Saldivar|F|1972-03-11|1.48|64.9|B-|Boulevard Alta Verapaz No. 936|+52(447)-0439669|San Luis Potosi|Mexico|kximenah710@xmail.com|Baptista
0.001930149040914|Jose Luis|Mares Colon|M|1984-07-22|1.9|63.4|AB+|Calle Aviles No. 672|+55(742)-8778567|Amapa|Brasil|wbriani822@unemail.com|Cristiano Ortodoxo
0.321570651848687|Mara|Reyna Pagan|F|1979-04-10|1.64|62.1|A-|Privada Zepeda No. 232|+51(754)-0797548|Ucayali|Peru|qmalenad316@unemail.com|Cristiano Ortodoxo
0.822074868914433|Marcelo|Ojeda Velez|M|1981-03-22|1.65|60.7|A-|Boulevard Yermolay No. 4|+51(953)-6998274|Tacna|Peru|xmajlad323@unemail.com|Catolica
0.406454938407732|Angel|Agosto Maestas|M|1980-10-20|1.69|62.6|A+|Calle Galicia No. 951|+55(859)-4835168|Roraima|Brasil|fademarc25@falsemail.com|Catolico
0.400993728731696|Susana|Borrego Nieto|F|1982-02-10|1.44|53.7|AB+|Bulevar Azua No. 760|+53(657)-7677330|Isla de la Juventud|Cuba|msofiae412@falsemail.com|Catolica
0.355783189792062|Natalio|Villarreal Montemayor|M|1974-09-17|1.78|82.8|B+|Leon No. 69|+56(445)-5489759|Antofagasta|Chile|manselmob112@falsemail.com|Catolica
0.734918547147261|Frida|Barrios Garibay|F|1973-06-04|1.59|73.6|A-|Nadim No. 885|+53(445)-3489755|Pinar del Rio|Cuba|gfridag66@xmail.com|Catolica
0.730877778441618|Carlota|Tello Castellanos|F|1977-11-22|1.63|58.5|O+|Real del Hillel No. 470|+54(256)-9243267|Buenos Aires|Argentina|bcarlotad31@xmail.com|Protestante
0.566962366657678|Tina|Davila Becerra|F|1994-04-22|1.53|72.2|B-|Alejandra No. 17|+502(443)-6417838|Chiquimula|Guatemala|utatianac220@xmail.com|Catolico
0.653396652688964|Arcangel|Gamboa Avila|M|1977-05-01|1.61|61.6|A-|Calle Isaias No. 898|+58(450)-7457346|Distrito Capital|Venezuela|raurelianob117@randonmail.com|Catolica
0.843789614154434|Bibiana Maria|Palacios Vela|F|1972-11-06|1.19|56.2|O-|Avenida Vallis No. 643|+593(058)-3083791|Sucumbios|Ecuador|ebibianag64@xmail.com|Catolica
0.388762298143188|Camila|Cano Jaquez|F|1963-04-09|1.53|74.9|O-|Boulevard Verney No. 794|+502(445)-5422493|Peten|Guatemala|ycamilae424@randonmail.com|Catolica
0.897056656276956|Magdalena|Madrigal Rascon|F|1966-08-17|1.23|54.6|B-|Privada Valerio No. 770|+56(951)-3954670|Region de Los Rios|Chile|uluza020@unemail.com|Catolica
0.076640868608343|Venus|Orellana Saavedra|F|1988-03-28|1.56|61.9|O+|Calle Carazo No. 700|+504(147)-2179456|Francisco Morazan|Honduras|itrinidadi88@unemail.com|Catolico
0.637368889507193|Marcia|Pacheco Cruz|F|1976-05-27|1.84|59.7|AB+|Boulevard Zejaria No. 160|+53(456)-9431324|Guantanamo|Cuba|smanuelad318@xmail.com|Cristiano
0.400506468633294|David|Noriega Gamboa|M|1973-08-15|1.7|66.1|B+|Cerrada Zacarias No. 600|+591(455)-0460704|Cochabamba|Bolivia|kgualterioi810@xmail.com|Musulman
0.181558863495255|Maria Antonia|Viera Arriaga|F|1991-02-09|1.67|58.7|AB+|Cerrada Victorino No. 39|+53(056)-9037901|Camaguey|Cuba|iantonellai88@falsemail.com|Testigo de Jehova
0.278080995555517|Ricardo|Aguayo Sierra|M|1987-08-26|1.84|81.4|O-|Calle Zamora Chinchipe No. 664|+52(940)-3902201|Queretaro|Mexico|rfaustog617@falsemail.com|Catolico
0.907097501014317|Antonio|Zaragoza Pabon|M|1974-03-11|1.68|68.2|O-|Cerrada Yehuda No. 877|+502(640)-8629902|Alta Verapaz|Guatemala|lrobertoc211@xmail.com|Adventista
0.323104238204672|Clemente|Montanez Alcala|M|1969-09-09|1.76|73.8|O-|Privada i No. 323|+507(648)-8669569|Veraguas|Panama|lsahulb111@falsemail.com|Catolica
0.301138277803482|Geraldo|Soto Hinojosa|M|1987-07-09|1.5|69.9|A+|Privada Jacobo No. 577|+505(443)-0499329|Region Autonoma del Atlantico Sur|Nicaragua|bservandoj91@unemail.com|Catolica
0.255085766047744|Antonella|Zepeda Juarez|F|1980-05-28|1.42|80.8|O+|Maule No. 679|+591(352)-4341557|Beni|Bolivia|cantonellag62@unemail.com|Catolica
0.509169602463664|Sandra Paulina|Pedraza Longoria|F|1983-08-27|1.52|75.2|B-|Privada Colima No. 750|+505(453)-2421727|Leon|Nicaragua|lperlag611@xmail.com|Cristiano Ortodoxo
0.279027995620783|Enrique|Ledesma Santillan|M|1984-08-12|1.58|56.8|A-|Calle Campeche No. 477|+52(949)-5921886|San Luis Potosi|Mexico|iyurikd38@unemail.com|Metodista
0.687872014467627|Justino|Tellez Alba|M|1978-04-12|1.76|66.3|AB-|Santana No. 540|+53(156)-7139652|Sancti Spiritus|Cuba|resopoj917@xmail.com|Catolico
0.205577922273002|Carlos|Delacruz Arana|M|1988-05-16|1.74|86.7|AB-|Calle Santo del Sucre No. 128|+52(542)-8538357|Yucatan|Mexico|orupertoi814@falsemail.com|Catolica
0.509354923670803|Alcibiades|Corrales Lucero|M|1970-07-17|1.73|67.1|AB-|Privada Victorino No. 512|+51(444)-7415659|Ayacucho|Peru|hjalild37@unemail.com|Agnostico
0.344816141246889|Isidora|Alba Rosales|F|1976-03-04|1.61|66.7|B+|Calle Retalhuleu No. 721|+595(458)-9498008|Alto Parana|Paraguay|iisidorad38@randonmail.com|Agnostico
0.535253420776611|Felipe|Jaime Armas|M|1993-11-03|1.57|66.6|B-|Privada GunaYala No. 168|+55(253)-4206296|Alagoas|Brasil|hbautistai87@unemail.com|Catolico
0.450047156880798|Amalia|Caban Verduzco|F|1982-08-21|1.59|75.9|A+|Boulevard Tejada No. 8|+55(842)-6877989|Rio de Janeiro|Brasil|ramaliad317@unemail.com|Metodista
0.768388850781473|Francesco|Delvalle Baeza|M|1992-05-20|1.62|88.3|A-|Boulevard Hermes No. 471|+56(450)-1443925|LosLagos|Chile|ksenusnetc210@unemail.com|Catolica
0.284797546365505|Trinidad|Menchaca Muro|F|1977-05-14|1.43|63.7|AB+|Privada Verdugo No. 405|+57(845)-0886093|Cordoba|Colombia|ythaliab124@unemail.com|Catolica
0.111171075429257|Marina|Borrego Farias|F|1975-04-11|1.36|85.6|AB+|Privada Jalisco No. 841|+56(441)-4482377|Tarapaca|Chile|dmaricelac23@falsemail.com|Catolica
0.779987486347451|Emma|Irizarry Acuna|F|1958-07-27|1.5|44.7|O-|Calle Santo del Santa Cruz No. 532|+51(246)-4296103|Pasco|Peru|femmaj95@unemail.com|Catolica
0.514241429905351|Lara|Garay Saiz|F|1983-03-16|1.76|66.7|AB+|Privada Janina No. 269|+34(652)-4667457|La Rioja|España|hlarac27@xmail.com|Catolico
0.732848270355859|Sandra Sofia|Galvan Ramirez|F|1972-05-14|1.66|56.4|O+|Calle Santo del Aguilar No. 205|+591(157)-2107645|Santa Cruz|Bolivia|gsierraj96@unemail.com|Catolica
0.863955256697926|Diana Esperanza|Matos Monroy|F|1975-08-10|1.58|59.7|B+|Real del Huenu No. 110|+591(754)-7734463|La Paz|Bolivia|bbrunelad31@xmail.com|Cristiano
0.014096579016827|Juan Manuel|Vela Rubio|M|1982-02-16|2.03|69.5|O-|Real del Zapata No. 840|+52(643)-6643617|Yucatan|Mexico|gbwanad36@randonmail.com|Catolica
0.254242522480292|Juan Carlos|Lujan Miramontes|M|1987-03-27|1.83|76|O-|Boulevard Sisneros No. 1|+53(853)-8894426|Holguin|Cuba|bbrunelleb11@xmail.com|Catolica
0.117598550451037|Nina|Ramirez Leal|F|1978-08-04|1.8|67.8|O+|Bulevar Salinas No. 603|+51(151)-0112603|Huanuco|Peru|tnancya019@unemail.com|Catolica
0.425737141926298|Benjamin|Garay Arriaga|M|1972-03-06|1.75|71.8|AB-|Privada Iafet No. 104|+591(856)-8838154|Beni|Bolivia|wadrikb122@falsemail.com|Baptista
0.378885521277885|Betty|Nevarez Preciado|F|1989-08-13|1.75|82.8|AB-|Privada Santa Catalina No. 541|+595(245)-0231805|Canindeyu|Paraguay|frubii85@xmail.com|Pentecostes
0.825806817530548|Nina|Rivera Rivero|F|1979-05-18|1.6|54.1|O-|Bulevar La Paz No. 624|+54(046)-3091184|Entre Rios|Argentina|cnancyh72@falsemail.com|Metodista
0.17698158986119|Clorinda|Amaya Zaragoza|F|1979-07-14|1.73|66.8|O+|Cerrada t No. 74|+55(049)-2014545|Para|Brasil|uclorindaf520@randonmail.com|Catolica
0.753246598980855|Gloria|Olivo Anguiano|F|1981-05-14|1.17|58.5|AB-|Boulevard Jabari No. 871|+56(955)-5941776|Region de Arica y Parinacota|Chile|cgloriaa02@falsemail.com|Catolica
0.268363802800404|Doria|Palomo Amaya|F|1985-05-27|1.73|69.6|B-|Calle Santo del Justiniano No. 796|+56(759)-1766714|Coquimbo|Chile|hdoriad37@randonmail.com|Cristiano
0.127296436450903|Mercedes|Aguilera Alonso|F|1990-07-18|1.48|58.6|B+|Calle San Juan No. 673|+53(751)-5732744|Granma|Cuba|nmartaa013@xmail.com|Catolico
0.900720564882963|Sandra Lucia|Olivas Paez|F|1984-03-02|1.41|63.6|O-|Boulevard Jinotega No. 878|+53(540)-0580818|Holguin|Cuba|hbritae47@falsemail.com|Catolica
0.229106774972347|Giuliana|Castro Lovato|F|1972-11-06|1.46|75.8|O-|Boulevard Isajar No. 850|+34(257)-2290339|Castilla-Leon|España|tgiulianaa019@unemail.com|Catolica
0.726053870025026|Karen|Segovia Garrido|F|1972-04-27|1.43|52.2|A+|Heraclito No. 134|+507(242)-6250124|Los Santos|Panama|rraquelc217@xmail.com|Cristiano
0.78362208127105|Andrew|Jaquez Mejia|M|1982-06-11|1.91|67.3|A+|Bulevar Cundinamarca No. 254|+595(857)-2852778|Alto Parana|Paraguay|mgaraii812@randonmail.com|Catolica
0.766753200034555|Armando|Magana Cantu|M|1978-10-04|1.53|68.9|B+|Bulevar Hector No. 537|+53(255)-4232252|Ciego de Avila|Cuba|eventurae44@unemail.com|Catolica
0.501005235312944|Ugo|Rael Villalobos|M|1976-02-18|1.48|62.8|A-|Calle Santo del Extremadura No. 8|+502(553)-9588743|Guatemala|Guatemala|kissacharb110@xmail.com|Metodista
0.665282518123183|Maria Jimena|Bonilla Padron|F|1975-02-09|1.32|70|AB-|Calle Segovia No. 959|+58(156)-7145669|Miranda|Venezuela|mjimenah712@falsemail.com|Adventista
0.766732473199244|Hamilton|Contreras Hernandez|M|1983-11-01|1.73|51.3|AB+|Privada Jese No. 628|+504(459)-9449906|Intibuca|Honduras|yseverinof524@xmail.com|Catolico
0.567888535238512|Agamenon|Cruz Alarcon|M|1982-11-17|1.65|68.4|O-|Cerrada Manabi No. 645|+53(845)-3843278|Villa Clara|Cuba|gfrancoc26@unemail.com|Catolica
0.567888535238512|Malena|Llamas Frias|F|1994-06-26|1.39|68.2|A-|Las Tunas No. 176|+505(249)-4216676|Leon|Nicaragua|vluze421@xmail.com|Catolico
0.009481549704949|Adelardo|Mercado Lira|M|1984-11-21|1.73|65.7|A+|Bulevar Vladimiro No. 330|+53(453)-7435246|Isla de la Juventud|Cuba|cmayhewh72@unemail.com|Catolico
0.205501213579931|Natalia|Salazar Lira|F|1979-03-04|1.49|45.1|A+|Calle Santo del Hilario No. 805|+57(256)-2275659|Valle del Cauca|Colombia|dnadiai83@xmail.com|Ateo
0.7599438962131|Martin|Bustamante Viera|M|1985-03-24|1.73|79|B-|Cerrada Alcantar No. 99|+53(356)-8304658|Granma|Cuba|ccarmelod32@xmail.com|Catolico
0.931737225970048|Absalon|Maya Espino|M|1982-10-10|1.52|58.7|B-|Bulevar Jezabel No. 33|+507(654)-6676143|Panama|Panama|gabdij96@falsemail.com|Catolica
0.689905189533064|Carlos|Valencia Camacho|M|1989-05-07|1.68|66.5|AB-|Avenida Aysen del General Carlos Ibanez del Campo No. 837|+58(140)-1173258|Yaracuy|Venezuela|oazarej914@randonmail.com|Ateo
0.801302713684534|Caliope|Concepcion Pina|F|1978-05-15|1.58|45.6|O+|Calle Santo del Werner No. 512|+53(758)-9754619|Guantanamo|Cuba|fcaliopec25@xmail.com|Luterano
0.748380956356519|Emanuel|Sedillo Benavidez|F|2001-08-05|1.58|75|B-|Bulevar Santiago No. 954|+595(651)-8633457|Canindeyu|Paraguay|nemanuelh713@unemail.com|Cristiano
0.635260268609354|Norma|Mesa Becerra|F|1984-06-23|1.56|68.4|A-|Avenida Aguirre No. 619|+504(052)-5010773|Santa Barbara|Honduras|anazarenab10@randonmail.com|Iglesia de Dios del septimo dia
0.849448595999391|Clorinda|Perez Laboy|F|1979-04-06|1.58|64.6|A-|Bulevar Zarate No. 269|+57(242)-9280432|Vaupes|Colombia|pclorindaa015@falsemail.com|Catolica
0.112354309751542|Manuela|Samaniego Barajas|F|1983-06-14|1.74|60.9|AB+|Bulevar Nuevoleon No. 262|+593(158)-9131128|Pastaza|Ecuador|dmagdalenai83@falsemail.com|Catolica
0.067912187300675|Carla|Nunez Roque|F|1988-09-22|1.55|72|O+|Bulevar Chiriqui No. 27|+507(953)-9967804|Darien|Panama|xcarlac223@randonmail.com|Catolica
0.530505164092182|Maritza|Feliciano Escalante|F|1987-05-15|1.87|65.5|O-|Avenida Javier No. 308|+52(952)-5978294|Aguascalientes|Mexico|jzoeh79@falsemail.com|Catolica
